row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,202406251749_PMA_dbgi_mapp_bk_blk_post01.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_post03.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_pre02.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_post02.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_pre01.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_pre03.mzML Peak area,202406251749_PMA_dbgi_blk_pre01.mzML Peak area,202406251749_PMA_dbgi_003179_01_01.mzML Peak area,202406251749_PMA_dbgi_003140_01_01.mzML Peak area,202406251749_PMA_dbgi_003180_01_01.mzML Peak area,202406251749_PMA_dbgi_003214_01_01.mzML Peak area,202406251749_PMA_dbgi_003187_01_01.mzML Peak area,202406251749_PMA_dbgi_003151_01_01.mzML Peak area,202406251749_PMA_dbgi_003164_01_01.mzML Peak area,202406251749_PMA_dbgi_003101_01_01.mzML Peak area,202406251749_PMA_dbgi_003154_01_01.mzML Peak area,202406251749_PMA_dbgi_003155_01_01.mzML Peak area,202406251749_PMA_dbgi_003223_01_01.mzML Peak area,202406251749_PMA_dbgi_003198_01_01.mzML Peak area,202406251749_PMA_dbgi_003185_01_01.mzML Peak area,202406251749_PMA_dbgi_003196_01_01.mzML Peak area,
2020,191.14303508931928,3.5931106,,,,,,,,,,,0,0,0,0,0,0,0,0,13333.74,0,0,0,0,0,0,38094.3,19171.744,9010.578,27070.914,2400.4736,13222.685,
2021,339.1076588194487,3.5954502,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7931.023,0,0,0,0,0,0,0,0,0,0,0,
2022,809.1901866275972,3.5954502,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10711.054,0,0,0,0,0,0,0,0,0,0,0,
2023,153.12747451125293,3.5959175,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313623.34,0,0,0,0,6799.3716,0,
2024,393.1884293957863,3.5965068,,,,,,,,,,,0,0,0,0,0,0,0,0,36805.383,0,0,0,0,0,4067.457,59032.06,30783.988,46358.17,0,3561.644,0,
2025,190.08533157827765,3.597041,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4818.8613,0,0,
2026,354.16912656320716,3.5978658,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,24007.371,0,93911.055,0,0,0,0,11508.275,0,0,
2027,135.11696005752492,3.598697,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47936.836,0,4908.9424,0,0,0,19073.82,
2028,431.16789036180097,3.603435,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13226.767,0,0,0,0,0,0,
2029,327.159173065925,3.6039908,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23603.486,
2030,526.2650212508444,3.6039908,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90114.6,
2031,531.2201939246202,3.6039908,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13993.097,
2032,285.1702841012415,3.6045008,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29536.434,0,0,0,0,0,
2033,348.23886271544836,3.6045008,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8009.0483,0,0,0,0,0,
2034,325.1624924258437,3.605185,,,,,,,,,,,0,0,0,0,0,0,0,4387.883,0,0,0,0,0,0,0,35843.855,0,0,0,0,0,
2035,366.1760376437033,3.6075442,,,,,,,,,,,0,0,0,0,0,0,0,0,27596.96,49072.742,5772.996,0,0,0,0,0,24294.62,0,0,21864.639,21803.84,
2036,395.2041798135217,3.6091788,,,,,,,,,,,0,0,0,0,0,0,0,6358.4473,0,0,9744.56,0,34819.613,0,18879.273,0,45596.61,63512.273,0,88221.38,137567.02,
2037,147.04411683304275,3.611419,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,12956.147,0,0,0,0,0,5402.3164,0,0,11626.254,
2038,371.1312581662408,3.6114948,,,,,,,,,,,0,0,0,0,0,0,0,0,17929.145,7227.061,0,0,0,0,0,0,0,0,0,7579.9453,0,
2039,270.0971876771795,3.6120148,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13133.602,0,0,0,
2040,360.19823138766424,3.612564,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,13666.084,0,0,0,0,0,0,0,0,0,
2041,373.2221727557738,3.6133046,,,,,,,,,,,0,0,0,0,0,0,0,4879.8643,0,0,7417.9106,0,0,0,23314.398,0,16961.074,24293.709,0,25250.443,257749.9,
2042,310.1187863687965,3.6153884,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,103929.445,0,80398.41,0,0,0,0,0,0,0,
2043,325.1441690870465,3.6153884,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,211895.45,0,177682.03,0,0,0,0,0,0,0,
2044,359.19485500704195,3.6153884,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,240800.69,0,212890.19,0,0,0,0,0,0,0,
2045,193.158794336175,3.6165714,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20030.887,9878.89,0,7427.9604,74819.3,
2046,623.1608651422656,3.6167464,,,,,,,,,,,0,0,0,0,0,0,0,0,29270.7,0,0,0,0,0,0,0,0,0,0,0,0,
2047,418.2799901692944,3.6173196,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,13025.513,0,0,0,17268.08,13453.955,0,17150.307,34499.145,
2048,356.1413630718908,3.6182125,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,491010.78,0,0,0,0,0,0,0,
2049,175.14841728856325,3.6192646,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,21196.887,0,0,0,6237.4136,0,7764.5156,21048.383,
2050,455.18984934715036,3.6193588,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046.874,0,0,0,0,0,
2051,531.2856244898663,3.6203027,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,10907.409,0,0,0,0,0,0,0,0,
2052,220.16932301920716,3.6216302,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21925.854,0,0,
2053,322.10700452160006,3.6216302,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9979854.0,0,0,
2054,370.16536543163613,3.6226401,,,,,,,,,,,0,0,0,0,0,0,0,0,33380.047,0,0,198213.58,0,2022136.4,0,0,0,0,19106.146,0,0,
2055,439.23045095466495,3.6233704,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9771.803,0,0,0,0,0,0,
2056,341.1607861201112,3.62358,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,55409.34,0,44257.06,0,0,0,0,21166.996,0,0,
2057,357.1893515391296,3.62358,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.7648992E7,0,1.5556635E7,0,0,0,0,6275568.5,0,0,
2058,147.04410081379586,3.6238441,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800.854,0,0,24251.812,
2059,457.2409401671552,3.6258616,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43684.344,0,0,0,0,0,22090.006,
2060,295.09799925343793,3.6271017,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,21583.004,0,15259.823,0,0,0,0,0,0,0,
2061,287.055124499425,3.6272364,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26861.268,0,0,0,0,0,0,0,518281.56,0,0,0,
2062,294.12296569014796,3.6291828,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,200383.86,0,179696.66,0,0,0,0,0,0,0,
2063,369.1548353146965,3.629933,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,21052.78,0,0,0,0,0,0,0,
2064,353.16295998873863,3.631036,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,76817.84,0,56510.234,0,0,0,0,0,0,0,
2065,711.3668337358054,3.6350431,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,93172.21,0,70666.555,0,0,0,0,0,0,0,
2066,219.17434456673143,3.6358662,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13332.24,0,0,0,0,0,0,
2067,525.28582775925,3.6373067,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5429.2793,0,0,0,0,0,0,0,0,
2068,355.17272926429075,3.638383,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56644.836,0,
2069,192.10159003595444,3.6399634,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52470.543,0,0,
2070,324.1224180067142,3.6399634,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418937.72,0,0,
2071,325.1277449289681,3.6399634,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93314.36,0,0,
2072,340.15590087639265,3.6401534,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,14384.62,0,0,0,0,0,0,0,0,0,
2073,496.2753100348963,3.6404161,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000.804,0,0,0,0,0,0,
2074,501.23062281004024,3.6404161,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28982.088,0,0,0,0,0,0,
2075,388.23315859909303,3.6434226,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18445.94,0,0,0,
2076,354.1686606079994,3.6446636,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,94098.47,0,0,0,0,0,0,42316.46,0,0,
2077,534.2184857682963,3.6447217,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8312.423,
2078,163.0389496599919,3.6502886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32878.04,0,0,0,0,
2079,325.0916889749234,3.6502886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143.238,0,0,0,0,
2080,478.26482822695954,3.6502886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9374.291,0,0,0,0,
2081,480.1502777785919,3.6502886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9615.388,0,0,0,0,
2082,485.10554908336627,3.6502886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7909.502,0,0,0,0,
2083,333.0604892590969,3.6503642,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7371.6655,0,
2084,368.14921257652577,3.6533241,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,96000.64,0,101461.87,0,0,0,0,8595.692,0,0,
2085,433.11341819161805,3.6548913,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601753.75,0,0,0,
2086,356.186000174451,3.6549833,,,,,,,,,,,0,0,0,0,0,0,0,41112.336,7083.378,0,20387.252,7.6244664E7,0,6.6527464E7,0,0,0,0,2.7520982E7,49285.176,32113.04,
2087,326.19703918382305,3.6554272,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72529.125,0,0,0,0,0,
2088,300.1592619160529,3.6567822,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690528.1,0,0,
2089,410.14370538762904,3.6567822,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8466.378,0,0,
2090,299.14921996097223,3.6568575,,,,,,,,,,,0,0,0,0,0,0,39928.832,0,0,0,0,0,0,0,0,10202.339,0,0,0,0,0,
2091,321.1312794524149,3.6568575,,,,,,,,,,,0,0,0,0,0,0,42505.766,0,0,0,0,0,0,0,0,12908.516,0,0,0,0,0,
2092,338.1400137882303,3.657836,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,73213.6,0,106990.9,0,0,0,0,730175.6,0,0,
2093,413.21466287392496,3.6580496,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9628.7295,0,
2094,135.08057166887644,3.6582878,,,,,,,,,,,0,0,0,0,0,0,10183.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2095,165.07583803842238,3.6582878,,,,,,,,,,,0,0,0,0,0,0,17380.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2096,455.09466424899296,3.6590226,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79951.914,0,0,0,
2097,476.251970126483,3.6613789,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,14475.55,0,0,0,0,0,0,0,
2098,532.2935410788048,3.6658356,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,15017.609,0,0,0,0,0,0,0,0,
2099,432.1652692300176,3.6666083,,,,,,,,,,,0,0,0,0,0,0,0,0,5874.342,0,0,0,0,0,0,0,0,0,0,0,0,
2100,275.09138415366397,3.6672513,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8917.304,0,
2101,326.17686961783335,3.6689079,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,75593.336,0,0,0,0,0,0,0,
2102,436.2179416247718,3.6689909,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6947.127,0,0,0,0,0,0,
2103,221.08085730372554,3.6718016,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17730.021,0,
2104,401.2874266434745,3.6719933,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8979.933,0,0,11323.724,16549.465,
2105,209.08088578940527,3.6797514,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8264.749,0,0,7008.5864,
2106,314.1753916750983,3.6829672,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866742.7,0,0,
2107,448.21815024660975,3.6848917,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9485.956,0,0,0,0,0,
2108,213.1121447507767,3.687307,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35777.65,
2109,572.2705721671044,3.687307,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18876.902,
2110,577.2258335495011,3.687307,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88937.195,
2111,600.3015572767752,3.687307,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8709.852,
2112,220.09611366617543,3.6880207,,,,,,,,,,,0,0,0,0,0,0,0,0,8359.925,0,0,0,0,0,0,0,0,0,0,0,0,
2113,414.15479958282896,3.6880207,,,,,,,,,,,0,0,0,0,0,0,0,0,1875310.5,0,0,0,0,0,0,0,0,0,0,0,0,
2114,436.13610805909184,3.6880207,,,,,,,,,,,0,0,0,0,0,0,0,0,21330.68,0,0,0,0,0,0,0,0,0,0,0,0,
2115,827.3014413632296,3.6880207,,,,,,,,,,,0,0,0,0,0,0,0,0,6799.8535,0,0,0,0,0,0,0,0,0,0,0,0,
2116,627.2416450924973,3.694104,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13053.884,0,0,0,0,0,6259.361,
2117,281.138205998946,3.6942093,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4489.339,0,0,0,0,0,0,
2118,457.1705526126841,3.6942093,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14946.007,0,0,0,0,0,0,
2119,492.20773539585656,3.6942093,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21649.518,0,0,0,0,0,0,
2120,332.1858005507938,3.6968877,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183383.42,0,0,0,0,0,
2121,428.24941399457043,3.7002988,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165440.08,0,0,0,0,
2122,433.2044937311564,3.7002988,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68152.875,0,0,0,0,
2123,456.2802423912996,3.7002988,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533.272,0,0,0,0,
2124,405.11563820062105,3.7008824,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22733.336,0,
2125,429.1519379971528,3.7022412,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050.07,0,0,0,
2126,483.2200515395063,3.7022412,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11843.092,0,0,0,
2127,622.8172085314138,3.7024965,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3603.8052,0,0,0,0,0,0,0,0,0,0,
2128,177.05494037853362,3.7051234,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,13132.656,0,44531.824,11145.544,0,0,0,0,0,5099.7017,
2129,410.1456561734804,3.7135525,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8801.117,0,0,
2130,309.09673158070575,3.714667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16877.94,
2131,177.16383369269636,3.7147493,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14929.178,0,0,0,
2132,461.2382038146342,3.7147493,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17641.312,0,0,0,
2133,457.20704570488556,3.7190006,,,,,,,,,,,0,0,0,0,0,0,0,0,20211.29,0,0,0,45746.28,61935.81,0,0,0,0,0,0,0,
2134,390.2487335691917,3.719768,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24812.857,0,0,0,17197.553,
2135,440.24952934721665,3.721517,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42825.895,0,0,0,0,
2136,445.2046070320034,3.721517,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16685.004,0,0,0,0,
2137,397.2201440413004,3.7215574,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5623.4844,0,0,0,0,0,0,
2138,449.1078268496315,3.721778,,,,,,,,,,,0,0,0,0,0,0,0,2951.129,21529.18,0,0,0,0,0,0,0,0,0,0,0,0,
2139,325.1623282453838,3.722056,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14666.783,0,0,0,0,0,
2140,371.20592123796723,3.7255857,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11750.396,0,0,
2141,175.1482013702415,3.7271626,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480.214,
2142,193.158794084638,3.7271626,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16156.393,
2143,395.2042184996232,3.7304935,,,,,,,,,,,0,0,0,0,0,0,0,6308.488,0,0,0,0,0,0,0,0,17657.434,0,0,6497.281,30583.238,
2144,418.28001876943955,3.7317126,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9036.3955,
2145,535.2151766745492,3.7335675,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5891.9116,0,0,0,0,0,0,
2146,373.2222702798623,3.736617,,,,,,,,,,,0,0,0,0,0,0,0,8652.412,0,0,0,0,0,0,0,0,3724.2544,0,0,6448.9023,37961.137,
2147,191.14316721886289,3.739404,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7970.1616,0,0,0,0,0,0,0,0,25505.152,0,4558.822,
2148,147.04429399241752,3.7399008,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,7129.1235,0,5337.8447,0,0,5244.183,9740.882,0,9661.1045,35267.73,
2149,738.3520830182904,3.7402644,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27963.924,0,0,0,0,0,
2150,436.21800800899507,3.7415824,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175688.12,0,0,4347.778,0,0,0,
2151,195.06576126868129,3.7420032,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4816.7324,0,0,0,0,0,0,0,
2152,393.18830593749726,3.7436209,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3114.7026,0,8721.975,0,
2153,441.17327426390466,3.7444384,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55012.742,0,0,0,0,0,0,
2154,324.1079139026401,3.7444718,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17750.352,0,
2155,479.18895599693116,3.7449152,,,,,,,,,,,0,0,0,0,0,0,0,0,0,17147.664,0,0,0,3541.4604,0,0,4337.0312,0,0,0,0,
2156,431.1678688081573,3.7461886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11022.183,0,0,0,
2157,368.3270192542114,3.7474518,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,55179.203,0,0,0,0,0,0,0,0,
2158,370.2012726349644,3.7516208,,,,,,,,,,,0,0,0,0,0,0,0,0,49790.598,0,0,0,0,0,0,0,0,0,33406.69,0,0,
2159,473.26639772571315,3.7516565,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,42967.004,0,0,0,0,0,0,10113.998,0,0,
2160,439.2302436581483,3.7535381,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34184.53,0,0,0,0,0,0,
2161,127.11198750851595,3.7551892,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10209.69,0,0,0,0,0,
2162,349.1859415673436,3.7551892,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190751.33,0,0,0,0,0,
2163,371.16780445981385,3.7551892,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111400.54,0,0,0,0,0,
2164,387.14172122311635,3.7551892,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8362.233,0,0,0,0,0,
2165,394.24374185425523,3.7551892,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37592.137,0,0,0,0,0,
2166,221.08031911746025,3.7566528,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48474.348,0,
2167,383.13415301458133,3.7566528,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170213.1,0,
2168,163.03897738476329,3.7569673,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5093.779,0,0,3632.9402,0,0,16065.191,
2169,354.134257502634,3.7597203,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,866812.75,0,0,0,0,695659.75,0,0,
2170,607.2362470099642,3.7624435,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20997.062,
2171,439.1966230028363,3.7654634,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10895.624,0,0,0,0,0,0,0,0,0,0,0,
2172,592.314332843101,3.769066,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9516.793,0,0,0,0,0,0,0,0,
2173,682.8377657974022,3.769066,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4898.6914,0,0,0,0,0,0,0,0,
2174,594.1969966172428,3.7704709,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6421.4,0,0,
2175,320.09228028153143,3.7759473,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,19542.451,0,0,0,0,1231907.1,0,0,
2176,464.32189715493985,3.785189,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6710.3926,9382.352,0,0,0,
2177,221.19005898599414,3.7870836,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26842.314,35646.598,0,0,378460.0,
2178,436.2908716753163,3.7870836,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6823.902,8243.405,0,0,52958.562,
2179,441.24604375823947,3.78748,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9011.895,0,94014.92,100292.76,0,7412.6626,287560.7,
2180,519.1863913690386,3.7878332,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,12501.524,0,0,0,0,0,0,0,0,0,0,
2181,203.17956965298737,3.788494,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9414.508,0,0,102678.336,
2182,135.116973937257,3.7908726,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22315.717,
2183,143.10678829418197,3.7908726,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26261.719,
2184,239.2005842946854,3.7908726,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67205.46,
2185,155.04683858118176,3.7914107,,,,,,,,,,,7368.796,7870.7515,7579.9854,7510.335,7576.093,8024.9385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2186,321.0956792078087,3.7969205,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298113.1,0,0,
2187,439.23032747178627,3.7986903,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20189.197,0,0,0,0,0,0,
2188,577.2256859866618,3.8029146,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18258.55,0,0,46832.164,
2189,213.1121964268698,3.8031578,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31828.666,
2190,572.2704449885481,3.8031578,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12594.228,
2191,314.13833623386745,3.805216,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,15290.494,0,0,0,0,0,0,0,0,
2192,340.1189599827181,3.8056064,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,396775.56,0,0,0,0,0,0,0,0,0,
2193,540.1716666969174,3.8082068,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6555.873,0,
2194,457.2067279755154,3.8113496,,,,,,,,,,,0,0,0,0,0,0,0,0,27585.525,99598.37,0,0,51304.754,29799.469,0,15792.286,10004.882,0,0,0,0,
